Biotype	Class	DensityShuf	DensityWt	GC	LocID	Location	NbLocation	NbRepro	NbTrpG4Shuf	NbTrpG4Wt	NbpG4rLocShuf	NbpG4rLocWt	NbpG4rShuf	NbpG4rWt	Sp	Tot	Type	index	nbTr	nuclA	nuclC	nuclG	nuclN	nuclT	meanShuffle	stdShuffle	ShortName
snRNA	ShortNC	0.1067691650651292	0.0	52.359598547939356	exon-snRNA-ShortNC	exon	69.0	3	1	0	1.0	0.0	1	0	physcomitrella_patens	9366	Segment	10	69	2124	2397	2507	0	2338	0.031952667141271734	0.051449120855038846	Ppat
snRNA	LongNC	0.0	0.0	43.18181818181818	exon-snRNA-LongNC	exon	2.0	3	0	0	0.0	0.0	0	0	pongo_abelii	440	Segment	12	2	124	95	95	0	126	0.002002902606457278	0.0026369438133919012	Pabe
snRNA	ShortNC	0.0	0.0	40.758603051323405	exon-snRNA-ShortNC	exon	1794.0	3	0	0	0.0	0.0	0	0	pongo_abelii	191589	Segment	13	1794	59277	38297	39792	98	54125	0.002002902606457278	0.0026369438133919012	Pabe
snRNA	ShortNC	0.0	0.0	52.98091042584436	exon-snRNA-ShortNC	exon	60.0	3	0	0	0.0	0.0	0	0	pyrococcus_horikoshii_ot3	3405	Segment	11	60	740	1104	700	0	861	0.0	0.0	Phor
snRNA	LongNC	0.0	0.0	40.992835209826005	exon-snRNA-LongNC	exon	3.0	3	0	0	0.0	0.0	0	0	saccharomyces_cerevisiae	1954	Segment	16	3	428	330	471	0	725	0.0	0.0	Scer
snRNA	ShortNC	0.0	0.0	41.294642857142854	exon-snRNA-ShortNC	exon	3.0	3	0	0	0.0	0.0	0	0	saccharomyces_cerevisiae	448	Segment	17	3	119	86	99	0	144	0.0	0.0	Scer
snRNA	ShortNC	0.0	0.0	40.81300813008129	exon-snRNA-ShortNC	exon	10.0	3	0	0	0.0	0.0	0	0	schizosaccharomyces_pombe	1230	Segment	23	9	316	242	260	0	412	0.0	0.0	Spom
snRNA	LongNC	0.0	0.0	38.533541341653674	exon-snRNA-LongNC	exon	3.0	3	0	0	0.0	0.0	0	0	solanum_lycopersicum	641	Segment	16	3	164	121	126	0	230	0.009997276199418266	0.020452956060175435	Slyc
snRNA	ShortNC	0.032606214744530314	0.0	45.33242035932049	exon-snRNA-ShortNC	exon	218.0	3	1	0	1.0	0.0	1	0	solanum_lycopersicum	30669	Segment	17	218	7805	6667	7236	0	8961	0.009997276199418266	0.020452956060175435	Slyc
snRNA	ShortNC	0.0	0.0	47.2972972972973	exon-snRNA-ShortNC	exon	11.0	3	0	0	0.0	0.0	0	0	sulfolobus_solfataricus_p2	592	Segment	9	11	136	183	97	0	176	0.0	0.0	Ssol
snRNA	ShortNC	0.17543859649122806	0.0	48.657894736842096	exon-snRNA-ShortNC	exon	75.0	3	2	0	2.0	0.0	2	0	vitis_vinifera	11400	Segment	18	75	2644	2714	2833	0	3209	0.06128884302258915	0.08304385372364773	Vvin
snoRNA	LongNC	0.0	0.0	44.6869615163699	exon-snoRNA-LongNC	exon	6.0	3	0	0	0.0	0.0	0	0	anolis_carolinensis	1741	Segment	18	6	451	341	437	0	512	0.024354306450238065	0.03802314875852948	Acar
snoRNA	ShortNC	0.0	0.0	43.19287615900121	exon-snoRNA-ShortNC	exon	112.0	3	0	0	0.0	0.0	0	0	anolis_carolinensis	10893	Segment	19	112	2964	2316	2389	0	3224	0.024354306450238065	0.03802314875852948	Acar
snoRNA	LongNC	0.0	0.0	43.856920684292376	exon-snoRNA-LongNC	exon	3.0	3	0	0	0.0	0.0	0	0	apis_mellifera	643	Segment	12	3	166	120	162	0	195	0.0	0.0	Amel
snoRNA	ShortNC	0.0	0.0	31.527093596059114	exon-snoRNA-ShortNC	exon	2.0	3	0	0	0.0	0.0	0	0	apis_mellifera	203	Segment	13	2	67	30	34	0	72	0.0	0.0	Amel
snoRNA	LongNC	0.0	0.0	41.78449536811312	exon-snoRNA-LongNC	exon	6.0	3	0	0	0.0	0.0	0	0	arabidopsis_thaliana	2051	Segment	23	6	511	415	442	0	683	0.0	0.0	Atha
snoRNA	ShortNC	0.0	0.0	38.66006347434869	exon-snoRNA-ShortNC	exon	281.0	3	0	0	0.0	0.0	0	0	arabidopsis_thaliana	28673	Segment	24	281	7992	5142	5943	0	9596	0.0	0.0	Atha
snoRNA	LongNC	0.0	0.0	39.0625	exon-snoRNA-LongNC	exon	40.0	3	0	0	0.0	0.0	0	0	caenorhabditis_elegans	9856	Segment	31	40	2857	1951	1899	0	3149	0.0032656793429453163	0.011774574320212887	Cele
snoRNA	ShortNC	0.0	0.0	40.591614323294145	exon-snoRNA-ShortNC	exon	306.0	3	0	0	0.0	0.0	0	0	caenorhabditis_elegans	37254	Segment	32	306	10644	7368	7754	0	11488	0.0032656793429453163	0.011774574320212887	Cele
snoRNA	LongNC	0.0	0.0	57.65765765765765	exon-snoRNA-LongNC	exon	1.0	3	0	0	0.0	0.0	0	0	chlamydomonas_reinhardtii	222	Segment	10	1	45	65	63	0	49	0.0	0.0	Crei
snoRNA	ShortNC	0.0	0.0	48.8962472406181	exon-snoRNA-ShortNC	exon	10.0	3	0	0	0.0	0.0	0	0	chlamydomonas_reinhardtii	906	Segment	11	10	183	216	227	0	280	0.0	0.0	Crei
snoRNA	LongNC	0.0	0.0	41.55559452823571	exon-snoRNA-LongNC	exon	52.0	3	0	0	0.0	0.0	0	0	danio_rerio	11404	Segment	85	52	3043	2042	2697	0	3622	0.0	0.0	Drer
snoRNA	ShortNC	0.0	0.0	44.22620225608549	exon-snoRNA-ShortNC	exon	190.0	3	0	0	0.0	0.0	0	0	danio_rerio	20212	Segment	86	190	5137	4311	4628	0	6136	0.0	0.0	Drer
snoRNA	LongNC	0.0	0.0	49.80719794344474	exon-snoRNA-LongNC	exon	6.0	3	0	0	0.0	0.0	0	0	drosophila_melanogaster	1556	Segment	21	6	367	375	400	0	414	0.0	0.0	Dmel
snoRNA	ShortNC	0.0	0.0	40.39423535016674	exon-snoRNA-ShortNC	exon	294.0	3	0	0	0.0	0.0	0	0	drosophila_melanogaster	33584	Segment	22	294	9899	6774	6792	0	10119	0.0	0.0	Dmel
snoRNA	LongNC	0.6067961165048543	0.0	55.03640776699029	exon-snoRNA-LongNC	exon	7.0	3	1	0	1.0	0.0	1	0	gallus_gallus	1648	Segment	25	7	334	385	522	0	407	0.18032183091046466	0.24513892266784326	Ggal
snoRNA	ShortNC	0.0	0.047281323877068564	46.55319148936171	exon-snoRNA-ShortNC	exon	211.0	3	0	1	0.0	1.0	0	1	gallus_gallus	21150	Segment	26	211	5275	4640	5206	0	6029	0.18032183091046466	0.24513892266784326	Ggal
snoRNA	LongNC	0.0	0.0	46.26831761899353	exon-snoRNA-LongNC	exon	40.0	3	0	0	0.0	0.0	0	0	gasterosteus_aculeatus	8803	Segment	13	40	2170	1775	2298	0	2560	0.0	0.0	Gacu
snoRNA	ShortNC	0.0	0.0	46.121282093573036	exon-snoRNA-ShortNC	exon	172.0	3	0	0	0.0	0.0	0	0	gasterosteus_aculeatus	18189	Segment	14	172	4585	4133	4256	0	5215	0.0	0.0	Gacu
snoRNA	LongNC	0.05156765676567657	0.0	47.90635313531354	exon-snoRNA-LongNC	exon	78.0	3	1	0	1.0	0.0	1	0	homo_sapiens	19392	Segment	94	78	4469	4183	5107	0	5633	0.015963333631581016	0.020640341804391282	Hsap
snoRNA	ShortNC	0.0	0.0	44.558331022419424	exon-snoRNA-ShortNC	exon	876.0	3	0	0	0.0	0.0	0	0	homo_sapiens	93758	Segment	95	876	24795	19487	22290	0	27186	0.015963333631581016	0.020640341804391282	Hsap
snoRNA	LongNC	0.0	0.0	49.19859265050821	exon-snoRNA-LongNC	exon	20.0	3	0	0	0.0	0.0	0	0	monodelphis_domestica	5116	Segment	17	20	1188	1058	1459	0	1411	0.0	0.0	Mdom
snoRNA	ShortNC	0.0	0.0	42.985541227041814	exon-snoRNA-ShortNC	exon	290.0	3	0	0	0.0	0.0	0	0	monodelphis_domestica	30708	Segment	18	290	8301	6363	6837	0	9207	0.0	0.0	Mdom
snoRNA	LongNC	0.0	0.13126804935678654	49.553688632186926	exon-snoRNA-LongNC	exon	30.0	3	0	1	0.0	1.0	0	1	mus_musculus	7618	Segment	100	31	1740	1751	2024	0	2103	0.012427145237414262	0.009296107534492299	Mmus
snoRNA	ShortNC	0.011906817248215466	0.005953408624107733	45.90792458221954	exon-snoRNA-ShortNC	exon	1477.0	3	2	1	2.0	1.0	2	1	mus_musculus	167971	Segment	101	1477	44496	34770	42342	0	46363	0.012427145237414262	0.009296107534492299	Mmus
snoRNA	LongNC	0.0	0.0	49.7093023255814	exon-snoRNA-LongNC	exon	4.0	3	0	0	0.0	0.0	0	0	neurospora_crassa	1032	Segment	14	4	198	249	264	0	321	0.0	0.0	Ncra
snoRNA	ShortNC	0.0	0.0	40.10484927916121	exon-snoRNA-ShortNC	exon	8.0	3	0	0	0.0	0.0	0	0	neurospora_crassa	763	Segment	15	8	198	155	151	0	259	0.0	0.0	Ncra
snoRNA	LongNC	0.0	0.0	46.10526315789475	exon-snoRNA-LongNC	exon	2.0	3	0	0	0.0	0.0	0	0	ornithorhynchus_anatinus	475	Segment	16	2	127	98	121	0	129	0.04690951580850684	0.04982354109507247	Oana
snoRNA	ShortNC	0.0	0.0	50.1394978078916	exon-snoRNA-ShortNC	exon	128.0	3	0	0	0.0	0.0	0	0	ornithorhynchus_anatinus	17563	Segment	17	128	4411	4287	4519	0	4346	0.04690951580850684	0.04982354109507247	Oana
snoRNA	LongNC	0.0	0.0	52.76668568168853	exon-snoRNA-LongNC	exon	8.0	3	0	0	0.0	0.0	0	0	oryza_sativa	1753	Segment	18	8	376	433	492	0	452	0.0	0.0	Osat
snoRNA	ShortNC	0.0	0.0	44.012090970156414	exon-snoRNA-ShortNC	exon	208.0	3	0	0	0.0	0.0	0	0	oryza_sativa	20842	Segment	19	208	5509	4276	4897	0	6160	0.0	0.0	Osat
snoRNA	LongNC	0.0	0.0	46.85414003692657	exon-snoRNA-LongNC	exon	65.0	3	0	0	0.0	0.0	0	0	pan_troglodytes	14082	Segment	34	65	3436	2910	3688	0	4048	0.0015738575957908755	0.005674624261902479	Ptro
snoRNA	ShortNC	0.0	0.0	44.80990569984104	exon-snoRNA-ShortNC	exon	772.0	3	0	0	0.0	0.0	0	0	pan_troglodytes	83669	Segment	35	772	21940	17571	19921	0	24237	0.0015738575957908755	0.005674624261902479	Ptro
snoRNA	LongNC	0.0	0.0	58.065994500458295	exon-snoRNA-LongNC	exon	9.0	3	0	0	0.0	0.0	0	0	physcomitrella_patens	2182	Segment	11	9	420	650	617	0	495	0.0	0.0	Ppat
snoRNA	ShortNC	0.0	0.0	44.939559137236316	exon-snoRNA-ShortNC	exon	47.0	3	0	0	0.0	0.0	0	0	physcomitrella_patens	4219	Segment	12	47	1180	906	990	0	1143	0.0	0.0	Ppat
snoRNA	LongNC	0.0	0.0	46.426980591791285	exon-snoRNA-LongNC	exon	71.0	3	0	0	0.0	0.0	0	0	pongo_abelii	15715	Segment	14	71	3908	3240	4056	0	4511	0.00811681723362635	0.008917555782118884	Pabe
snoRNA	ShortNC	0.0	0.0	43.44814779151823	exon-snoRNA-ShortNC	exon	1403.0	3	0	0	0.0	0.0	0	0	pongo_abelii	145394	Segment	15	1403	37562	30299	32872	52	44609	0.00811681723362635	0.008917555782118884	Pabe
snoRNA	LongNC	0.0	0.0	37.763274992583796	exon-snoRNA-LongNC	exon	22.0	3	0	0	0.0	0.0	0	0	saccharomyces_cerevisiae	6742	Segment	18	20	1820	1188	1358	0	2376	0.0	0.0	Scer
snoRNA	ShortNC	0.0	0.0	36.223089148966906	exon-snoRNA-ShortNC	exon	57.0	3	0	0	0.0	0.0	0	0	saccharomyces_cerevisiae	6921	Segment	19	57	2068	1231	1276	0	2346	0.0	0.0	Scer
snoRNA	LongNC	0.0	0.0	38.88174807197943	exon-snoRNA-LongNC	exon	17.0	3	0	0	0.0	0.0	0	0	schizosaccharomyces_pombe	4668	Segment	24	16	1262	858	957	0	1591	0.0	0.0	Spom
snoRNA	ShortNC	0.0	0.0	37.57623450718079	exon-snoRNA-ShortNC	exon	65.0	3	0	0	0.0	0.0	0	0	schizosaccharomyces_pombe	10166	Segment	25	65	2922	1847	1973	0	3424	0.0	0.0	Spom
snoRNA	LongNC	0.0	0.0	45.33912462412296	exon-snoRNA-LongNC	exon	14.0	3	0	0	0.0	0.0	0	0	solanum_lycopersicum	2993	Segment	18	14	754	627	730	0	882	0.0	0.0	Slyc
snoRNA	ShortNC	0.0	0.0	39.40520446096655	exon-snoRNA-ShortNC	exon	152.0	3	0	0	0.0	0.0	0	0	solanum_lycopersicum	15602	Segment	19	152	4284	2871	3277	0	5170	0.0	0.0	Slyc
snoRNA	LongNC	0.7917656373713381	0.0	47.98099762470309	exon-snoRNA-LongNC	exon	6.0	3	1	0	1.0	0.0	1	0	vitis_vinifera	1263	Segment	19	6	303	258	348	0	354	0.18242717995080657	0.34666610203072756	Vvin
snoRNA	ShortNC	0.0	0.0	41.68652820338213	exon-snoRNA-ShortNC	exon	85.0	3	0	0	0.0	0.0	0	0	vitis_vinifera	8811	Segment	20	85	2368	1709	1964	3	2767	0.18242717995080657	0.34666610203072756	Vvin
tRNA	ShortNC	0.0	0.1829156758734224	56.81360892628498	exon-tRNA-ShortNC	exon	73.0	3	0	1	0.0	1.0	0	1	anaplasma_phagocytophilum_str_hz	5467	Segment	8	73	1182	1558	1548	0	1179	0.01829156758734224	0.05784301555091238	Apha
tRNA	ShortNC	0.0	0.0	58.3799524867806	exon-tRNA-ShortNC	exon	176.0	3	0	0	0.0	0.0	0	0	apis_mellifera	13049	Segment	14	176	2410	3441	4177	0	3021	0.0	0.0	Amel
tRNA	ShortNC	0.0	0.0	68.52371804344614	exon-tRNA-ShortNC	exon	89.0	3	0	0	0.0	0.0	0	0	aquifex_aeolicus_vf5	6767	Segment	7	89	1068	2322	2315	0	1062	0.05911038865080538	0.10332583105956865	Aaeo
tRNA	ShortNC	0.043642394221747004	0.0	56.27904946865385	exon-tRNA-ShortNC	exon	706.0	3	2	0	2.0	0.0	2	0	arabidopsis_thaliana	45827	Segment	25	625	8731	11342	14449	0	11305	0.02393710245727224	0.019031911357425896	Atha
tRNA	ShortNC	0.14029180695847362	0.0	68.23793490460157	exon-tRNA-ShortNC	exon	92.0	3	1	0	1.0	0.0	1	0	archaeoglobus_fulgidus_dsm_4304	7128	Segment	9	92	1132	2432	2432	0	1132	0.09802549968754956	0.06764627089573966	Aful
tRNA	ShortNC	0.0	0.0	54.717128976649434	exon-tRNA-ShortNC	exon	152.0	3	0	0	0.0	0.0	0	0	aspergillus_nidulans	12762	Segment	16	152	3285	3803	3180	0	2494	0.0	0.0	Anid
tRNA	ShortNC	0.0	0.0	58.94541518478429	exon-tRNA-ShortNC	exon	172.0	3	0	0	0.0	0.0	0	0	bacillus_subtilis_subsp_subtilis_str_168	12934	Segment	14	172	2673	3867	3757	0	2637	0.015463120457708365	0.0325991202532692	Bsub
tRNA	ShortNC	0.0	0.0	54.48666127728375	exon-tRNA-ShortNC	exon	33.0	3	0	0	0.0	0.0	0	0	borrelia_burgdorferi_b31	2474	Segment	8	33	621	751	597	0	505	0.0	0.0	Bbur
tRNA	ShortNC	0.0	0.0	61.405405405405396	exon-tRNA-ShortNC	exon	110.0	3	0	0	0.0	0.0	0	0	brucella_abortus_bv_1_str_9_941	8325	Segment	11	110	1628	2606	2506	0	1585	0.012012012012012012	0.03798531723925981	Babo
tRNA	ShortNC	0.022370363742114447	0.0	58.346382712182894	exon-tRNA-ShortNC	exon	641.0	3	1	0	1.0	0.0	1	0	caenorhabditis_elegans	44702	Segment	33	612	8006	11710	14372	0	10614	0.01115355757809316	0.01175726004622407	Cele
tRNA	ShortNC	0.0	0.0	56.12730517549078	exon-tRNA-ShortNC	exon	88.0	3	0	0	0.0	0.0	0	0	campylobacter_jejuni_subsp_jejuni_nctc_11168_atcc_700819	6724	Segment	15	88	1494	1929	1845	0	1456	0.0	0.0	Cjej
tRNA	ShortNC	0.0	0.0	71.41226818830243	exon-tRNA-ShortNC	exon	90.0	3	0	0	0.0	0.0	0	0	candidatus_korarchaeum_cryptofilum_opf8	7010	Segment	8	90	1002	2503	2503	0	1002	0.0	0.0	Ckor
tRNA	ShortNC	0.0	0.0	60.71719641401793	exon-tRNA-ShortNC	exon	45.0	3	0	0	0.0	0.0	0	0	cenarchaeum_symbiosum_a	3681	Segment	5	45	689	1084	1151	0	757	0.027166530834012503	0.0859081135606732	Csym
tRNA	ShortNC	0.0	0.0	55.005401512423475	exon-tRNA-ShortNC	exon	74.0	3	0	0	0.0	0.0	0	0	chlamydia_trachomatis_d_uw_3_cx	5554	Segment	8	74	1251	1525	1530	0	1248	0.0	0.0	Ctra
tRNA	ShortNC	0.0	0.0	56.704510586069354	exon-tRNA-ShortNC	exon	121.0	3	0	0	0.0	0.0	0	0	chlamydomonas_reinhardtii	9777	Segment	12	121	1930	2546	2998	0	2303	0.03068425897514575	0.0690343211323057	Crei
tRNA	ShortNC	0.0	0.0	61.92893401015228	exon-tRNA-ShortNC	exon	98.0	3	0	0	0.0	0.0	0	0	chloroflexus_aurantiacus_j_10_fl	7486	Segment	9	98	1440	2364	2272	0	1410	0.0	0.0	Caur
tRNA	ShortNC	0.0	0.0	52.44940545195588	exon-tRNA-ShortNC	exon	403.0	3	0	0	0.0	0.0	0	0	dictyostelium_discoideum	30191	Segment	10	403	6355	7089	8746	0	8001	0.0	0.0	Ddis
tRNA	ShortNC	0.0	0.0	58.36325836325836	exon-tRNA-ShortNC	exon	306.0	3	0	0	0.0	0.0	0	0	drosophila_melanogaster	21164	Segment	23	290	3906	5547	6805	0	4906	0.0189000189000189	0.024399819480926205	Dmel
tRNA	ShortNC	0.0	0.0	56.484692361042306	exon-tRNA-ShortNC	exon	135.0	3	0	0	0.0	0.0	0	0	enterococcus_faecalis_v583	10093	Segment	11	135	2197	2855	2846	0	2195	0.029723570791637767	0.04785949584262835	Efae
tRNA	ShortNC	0.0	0.0	59.30040534454286	exon-tRNA-ShortNC	exon	86.0	3	0	0	0.0	0.0	0	0	escherichia_coli_str_k_12_substr_mg1655	6661	Segment	10	86	1287	1905	2045	0	1424	0.0	0.0	Ecol
tRNA	ShortNC	0.0	0.0	57.70909725859961	exon-tRNA-ShortNC	exon	76.0	3	0	0	0.0	0.0	0	0	francisella_tularensis_subsp_tularensis_schu_s4	5727	Segment	15	76	1219	1669	1636	0	1203	0.0	0.0	Ftul
tRNA	ShortNC	0.0	0.0	60.601307189542496	exon-tRNA-ShortNC	exon	49.0	3	0	0	0.0	0.0	0	0	geobacter_sulfurreducens_pca	3825	Segment	9	49	735	1125	1193	0	772	0.0	0.0	Gsul
tRNA	ShortNC	0.0	0.0	57.411310151036176	exon-tRNA-ShortNC	exon	76.0	3	0	0	0.0	0.0	0	0	haemophilus_influenzae_rd_kw20	5694	Segment	11	76	1262	1706	1563	0	1163	0.0	0.0	Hinf
tRNA	ShortNC	0.0	0.0	62.368078646812194	exon-tRNA-ShortNC	exon	87.0	3	0	0	0.0	0.0	0	0	halobacterium_salinarum_r1	6917	Segment	10	87	1288	2145	2169	0	1315	0.0	0.0	Hsal
tRNA	ShortNC	0.0	0.0	72.60197688987887	exon-tRNA-ShortNC	exon	99.0	3	0	0	0.0	0.0	0	0	hyperthermus_butylicus_dsm_5456	7183	Segment	9	89	992	2656	2559	0	976	0.027843519420854796	0.08804893944503353	Hbut
tRNA	ShortNC	0.0	0.0	59.52851711026616	exon-tRNA-ShortNC	exon	87.0	3	0	0	0.0	0.0	0	0	legionella_pneumophila_str_paris	6575	Segment	11	87	1349	1998	1916	0	1312	0.0	0.0	Lpne
tRNA	ShortNC	0.0	0.0	57.93494332183342	exon-tRNA-ShortNC	exon	166.0	3	0	0	0.0	0.0	0	0	leishmania_major	12174	Segment	13	166	2562	3525	3528	0	2559	0.0	0.0	Lmaj
tRNA	ShortNC	0.19193857965451053	0.0	58.59884836852207	exon-tRNA-ShortNC	exon	69.0	3	1	0	1.0	0.0	1	0	methanobrevibacter_smithii_atcc_35061	5210	Segment	7	69	1081	1531	1522	0	1076	0.05733069755620993	0.09231371824288485	Msmi
tRNA	ShortNC	0.0	0.0	60.152035311427156	exon-tRNA-ShortNC	exon	53.0	3	0	0	0.0	0.0	0	0	methanosarcina_acetivorans_c2a	4078	Segment	9	53	868	1297	1156	0	757	0.0	0.0	Mace
tRNA	ShortNC	0.0	0.0	62.18562874251497	exon-tRNA-ShortNC	exon	45.0	3	0	0	0.0	0.0	0	0	mycobacterium_tuberculosis_h37rv	3340	Segment	8	45	585	964	1113	0	678	0.05988023952095808	0.12623862914843825	Mtub
tRNA	ShortNC	0.0	0.0	52.212072362529106	exon-tRNA-ShortNC	exon	73.0	3	0	0	0.0	0.0	0	0	mycoplasma_pneumoniae_m129	5583	Segment	8	73	1349	1488	1427	0	1319	0.0	0.0	Mpne
tRNA	ShortNC	0.0	0.0	61.87885010266941	exon-tRNA-ShortNC	exon	130.0	3	0	0	0.0	0.0	0	0	myxococcus_xanthus_dk_1622	9740	Segment	10	130	1862	3032	2995	0	1851	0.01026694045174538	0.03246691642883347	Mxan
tRNA	ShortNC	0.0	0.0	72.59713701431492	exon-tRNA-ShortNC	exon	38.0	3	0	0	0.0	0.0	0	0	nanoarchaeum_equitans_kin4_m	2934	Segment	6	38	408	1136	994	0	396	0.0	0.0	Nequ
tRNA	ShortNC	0.0	0.0	58.234885337039614	exon-tRNA-ShortNC	exon	58.0	3	0	0	0.0	0.0	0	0	neisseria_meningitidis_z2491	4317	Segment	16	58	986	1384	1130	0	817	0.0	0.0	Nmen
tRNA	ShortNC	0.0	0.0	54.863983223626725	exon-tRNA-ShortNC	exon	399.0	3	0	0	0.0	0.0	0	0	neurospora_crassa	34334	Segment	16	399	6845	8744	10093	0	8652	0.0	0.0	Ncra
tRNA	ShortNC	0.0	0.0	56.22492943099093	exon-tRNA-ShortNC	exon	182.0	3	0	0	0.0	0.0	0	0	oryza_sativa	13462	Segment	20	182	2734	3400	4169	0	3159	0.0	0.0	Osat
tRNA	ShortNC	0.0	0.0	56.876471711321834	exon-tRNA-ShortNC	exon	213.0	3	0	0	0.0	0.0	0	0	physcomitrella_patens	15713	Segment	13	213	3027	3971	4966	0	3749	0.0	0.0	Ppat
tRNA	ShortNC	0.0	0.0	70.5485893416928	exon-tRNA-ShortNC	exon	78.0	3	0	0	0.0	0.0	0	0	pyrobaculum_aerophilum_str_im2	6380	Segment	9	78	953	2277	2224	0	926	0.0	0.0	Paer
tRNA	ShortNC	0.0	0.0	70.9592641261498	exon-tRNA-ShortNC	exon	91.0	3	0	0	0.0	0.0	0	0	pyrococcus_horikoshii_ot3	6849	Segment	12	89	1013	2473	2387	0	976	0.0	0.0	Phor
tRNA	ShortNC	0.04986536351850005	0.0	55.20095741497956	exon-tRNA-ShortNC	exon	335.0	3	1	0	1.0	0.0	1	0	saccharomyces_cerevisiae	20054	Segment	20	275	3876	5005	6065	0	5108	0.01487767812819361	0.023956375467364774	Scer
tRNA	ShortNC	0.0	0.0	54.04132935662548	exon-tRNA-ShortNC	exon	367.0	3	0	0	0.0	0.0	0	0	schizosaccharomyces_pombe	46940	Segment	26	341	9050	11151	14216	0	12523	0.0	0.0	Spom
tRNA	ShortNC	0.0	0.0	56.14781297134238	exon-tRNA-ShortNC	exon	448.0	3	0	0	0.0	0.0	0	0	solanum_lycopersicum	33150	Segment	20	448	6530	8313	10300	0	8007	0.0	0.0	Slyc
tRNA	ShortNC	0.0	0.0	57.52959228408593	exon-tRNA-ShortNC	exon	121.0	3	0	0	0.0	0.0	0	0	staphylococcus_aureus_subsp_aureus_n315	9124	Segment	12	121	1952	2662	2587	0	1923	0.0	0.0	Saur
tRNA	ShortNC	0.0	0.0	56.64659564613247	exon-tRNA-ShortNC	exon	116.0	3	0	0	0.0	0.0	0	0	streptococcus_pneumoniae_tigr4	8636	Segment	11	116	1872	2446	2446	0	1872	0.0	0.0	Spne
tRNA	ShortNC	0.0	0.0	67.40547588005215	exon-tRNA-ShortNC	exon	91.0	3	0	0	0.0	0.0	0	0	sulfolobus_solfataricus_p2	7670	Segment	10	91	1247	2583	2587	0	1253	0.0	0.0	Ssol
tRNA	ShortNC	0.0	0.0	60.946062878569364	exon-tRNA-ShortNC	exon	45.0	3	0	0	0.0	0.0	0	0	thermoplasma_acidophilum_dsm_1728	3467	Segment	5	45	673	1044	1069	0	681	0.0	0.0	Taci
tRNA	ShortNC	0.0	0.0	66.51804375087083	exon-tRNA-ShortNC	exon	94.0	3	0	0	0.0	0.0	0	0	thermus_thermophilus_hb8	7177	Segment	9	94	1220	2433	2341	0	1183	0.0	0.0	Tthe
tRNA	ShortNC	0.0	0.0	49.000924000923995	exon-tRNA-ShortNC	exon	234.0	3	0	0	0.0	0.0	0	0	vibrio_cholerae_o1_biovar_el_tor_str_n16961	17316	Segment	12	228	4413	4241	4244	0	4418	0.04042504042504043	0.027895928132342804	Vcho
tRNA	ShortNC	0.0	0.0	56.899066511085174	exon-tRNA-ShortNC	exon	185.0	3	0	0	0.0	0.0	0	0	vitis_vinifera	13712	Segment	21	185	2667	3464	4338	0	3243	0.0	0.0	Vvin
tRNA	ShortNC	0.0	0.0	55.19889720362347	exon-tRNA-ShortNC	exon	67.0	3	0	0	0.0	0.0	0	0	wolbachia_endosymbiont_of_drosophila_melanogaster	5078	Segment	8	67	1139	1408	1395	0	1136	0.0	0.0	Wend
tRNA	ShortNC	0.0	0.0	58.157846548251236	exon-tRNA-ShortNC	exon	144.0	3	0	0	0.0	0.0	0	0	yersinia_pestis_biovar_microtus_str_91001	10922	Segment	12	144	2316	3242	3110	0	2254	0.0	0.0	Ypes
tRNA_pseudogene	Pseudogene	0.3339567192091905	0.0667913438418381	58.64279989313385	exon-tRNA_pseudogene-Pseudogene	exon	211.0	3	5	1	5.0	1.0	5	1	caenorhabditis_elegans	14972	Segment	34	209	2672	3588	5192	0	3520	0.3265354587823196	0.07792323448214444	Cele
tRNA_pseudogene	Pseudogene	0.0	0.0	44.594594594594604	exon-tRNA_pseudogene-Pseudogene	exon	1.0	3	0	0	0.0	0.0	0	0	enterococcus_faecalis_v583	74	Segment	12	1	21	16	17	0	20	0.0	0.0	Efae
tRNA_pseudogene	Pseudogene	0.0	0.0	60.37735849056603	exon-tRNA_pseudogene-Pseudogene	exon	3.0	3	0	0	0.0	0.0	0	0	escherichia_coli_str_k_12_substr_mg1655	106	Segment	11	3	19	32	32	0	23	0.0	0.0	Ecol
tRNA_pseudogene	Pseudogene	0.0	0.0	50.0	exon-tRNA_pseudogene-Pseudogene	exon	1.0	3	0	0	0.0	0.0	0	0	myxococcus_xanthus_dk_1622	68	Segment	11	1	18	18	16	0	16	0.0	0.0	Mxan
tRNA_pseudogene	Pseudogene	0.0	0.0	56.115515288788224	exon-tRNA_pseudogene-Pseudogene	exon	16.0	3	0	0	0.0	0.0	0	0	neurospora_crassa	1766	Segment	17	16	368	458	533	0	407	0.25166729583490627	0.29844070028014147	Ncra
tRNA_pseudogene	Pseudogene	0.0	0.0	47.2972972972973	exon-tRNA_pseudogene-Pseudogene	exon	1.0	3	0	0	0.0	0.0	0	0	staphylococcus_aureus_subsp_aureus_n315	74	Segment	13	1	18	19	16	0	21	0.0	0.0	Saur
transcribed_processed_pseudogene	Pseudogene	0.08341240133876904	0.10687213921529784	49.19976227465618	exon-transcribed_processed_pseudogene-Pseudogene	exon	661.0	3	30	34	30.0	34.0	32	41	homo_sapiens	383636	Segment	96	493	106927	91464	97284	0	87961	0.08370202773230645	0.005893025318379293	Hsap
